,,,,,,B08,,,"Quelle est la situation familiale actuelle de l'autre parent ? 
","Célibataire 
En couple 
Famille recomposée ",,,,0,,Choix de réponses,,,,n/a,n/a,n/a,,,,N / A,,,,,,,,,,,,,,,,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,B11,,,Dans quelle mesure l'entente de garde et/ou les droits d'accès sont-ils respectés?,,,3,,3,,E1B,Toujours / Souvent / Régulièrement / Parfois / Rarement / Jamais / S.O.,7,21,100%,,,,,,E: Interférence temps et/ou communication,,,,,,,,,🔶,"info de base ???  Référence : Roland Broca et Olga Odinetz, Séparations conflictuelles et aliénation parentale : Enfants en danger. Édition Chronique sociale, France, 2016 ",,🔴 ATTN : déf. AP,,,,,75%,100%,,,,,,= > 3,,,,= > 3,,,,= 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sq1 (s'active si B11>=condition),,,,,B11a,,,Un jugement concernant la garde des enfants a-t-il été rendu par le tribunal ?,,sq1 (si oui sq2) ,,,0,,O/N,,,,n/a,n/a,n/a,,,,N / A,,,,,,,,,,,,,,,,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sq2 de B11a (s'active si x=oui),,,"Action / Réaction 
si PFA+PCR vrai = CP  (B11 et B11b)",,B11a1,,,Est-ce que l'autre parent (coparent) respecte les ordonnances ou les jugements de la Cour ?,,sq2,,,2,,E1B,Toujours / Souvent / Régulièrement / Parfois / Rarement / Jamais / S.O.,0,0,100%,,,,,,E: Interférence temps et/ou communication,,,,,,,,,,,,🔴 ATTN : déf. AP,,,,,,,,,,,,= > 3,,,,= > 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sq1 (s'active si B11>=condition),,,,,B11b,,,"Respectez-vous, de votre côté, les ordonnances et entente de garde ?",,sq1,,,2,,E1B,Toujours / Souvent / Régulièrement / Parfois / Rarement / Jamais / S.O.,0,0,100%,,,,,,E: Interférence temps et/ou communication,,,,,,,,,,,,,,,,,,,,,,,,= > 3,,,,=  < 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sq1 (s'active si B11>=condition),,,,,B11c,"Réponses qui vont ouvrir aux questions formulées au ""passé et présent""- ","Réponses qui vont ouvrir aux questions formulées au ""passé""","Avez-vous encore un lien et/ou des contacts avec votre enfant ? 
","- Oui
- Oui, mais lien fragile
- Non
",sq1,,,0,,Choix de réponses,,,,50%,50%,,,,,E: Interférence temps et/ou communication,,,,,,,,,🔶,"notion rupture de lien 
vs 
rupture de contact 


rejet actif vs rejet passif ",,🔴,,si incidence AP élevée : conseils mobilisation ,"pour rupture de contact et/ou rupture de lien, amener notion de rejet passif vs rejet actif ",,,,,,,,,,,,,= non ou lien fragile,,,,non,non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sq2 (s'active si B11c à ""non"" ou ""oui, mais lien fragile"")",,,,,B11c1,,,Quels types de difficultés relationnelles rencontrez-vous ?,"Lien affectif fragilisé
Contact sporadique, mais accès non-respectés
Communication à distance seulement (téléphone, texto, RS)
Rupture de lien affectif et de contacts","sq2 (ouvre si B11c à non et à oui, mais lien fragile)",,,0,,choix multiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sq2 (s'active si B11c à ""non"" ou ""oui, mais lien fragile"")",,,moins de 6 mois pour colonne présent / passé ? ,,B11c2,,,Est-ce récent ?,"< 9 mois
Entre 9 mois et 2 ans
Entre 2 ans et 5 ans
Entre 5 ans et 10 ans
Plus de 10 ans","sq2 (ouvre si B11c à non et à oui, mais lien fragile)",,,0,,choix multiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sq2 (s'active si B11c à ""non"" ou ""oui, mais lien fragile"")",,,,,B11c3,,,Est-ce qu'il y a d'autres enfants en rupture de contact ?,,"sq2 (ouvre si B11c à non et à oui, mais lien fragile)",,,0,,O/N,,,,,,,,,,,,,,,,,,,🔶,"notion rupture de lien 
vs 
rupture de contact 


rejet actif vs rejet passif ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sq2 (s'active si B11c à ""non"" ou ""oui, mais lien fragile"")",,,,,B11c4,,,Est-ce qu'il y a d'autres enfants en rupture de lien ?,,"sq2 (ouvre si B11c à non et à oui, mais lien fragile)",,,0,,O/N,,,,,,,,,,,,,,,,,,,🔶,"notion rupture de lien 
vs 
rupture de contact 


rejet actif vs rejet passif ",,, réf.: https://www.aufeminin.com/enfant/parent-enfant-attention-a-la-fusion-s643495.html  ,"À NOTER :  
Le questionnaire est pour un seul enfant … 
Possibilité de faire plusieurs tests et garder en mémoire les résultats afin de les comparer… dans une perspective d'analyse compaative (entre deux enfants de la même fratrie) ou dans une perspective d'analyse rétroactive (différents moments de la dynamique familile post-séparation)  


rejet actif vs rejet passif ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sq2 (s'active si B11c à ""non"" ou ""oui, mais lien fragile"")",,,,,B11c5,,,"Un traumatisme vécu par vous, le co-parent ou l'enfant pourrait-il expliquer la rupture de contact ou de lien avec votre enfant ?","Épisode de dépression (pour vous ou l'autre parent)
Épisode de violence (de votre part ou de l'autre parent)
Infidélité (de votre part ou de l'autre parent)
Événement déclencheur (ex.: déménagement, deuil,...) 
Arrivée d'un·e nouveau ou nouvelle conjoint·e
Autre
Aucun","sq2 (ouvre si B11c à non et à oui, mais lien fragile)",,,0,,choix multiple,,,,,,,,,,,,,,,,,,,🔶,Un traumatisme vécu par l'enfant ou par le coparant pourrait expliquer la rupture de contact ou de lien avec votre enfant... Comprendre les raisons qui pourraient pousser l'enfant à s'allier à l'autre parent ou à prendre ses distances … quelques exemples et cas de figures : ,réf. ? Amy Baker ? Francyne Cyr ? ,,https://www.santemagazine.fr/psycho-sexo/psycho/psycho-enfant/parent-solo-ne-soyez-pas-trop-fusionnel-172034 ,réf. ? Amy Baker ? Francyne Cyr ? ,recommandations : ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"réf. : Jocelyne Dahan, médiatrice familiale ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Questionnaire HISTORIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,H01,,,"Durant la vie commune avec l'autre parent, quel était le degré de complicité entre vous et votre enfant ?",,ATTN : différentiel,,,0,,1 à 10 ,Aucune (0) à Excellente (10),10,0,100%,,,,,,A:Alliance,,,,,,Diff,,,,,,🔴 ATTN : déf. AP : relation avant vs après,,,,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,H02,,,"Durant la vie commune avec l'autre parent, dans quelle mesure diriez-vous que votre enfant se confiait naturellement à vous pour ses questionnements, peines et chagrins ou pour partager de bonnes nouvelles ?",,ATTN : différentiel,,,0,,1 à 10 ,Aucune (0) à Excellente (10),10,0,100%,,,,,,A:Alliance,,,,,,Diff,,,,,,,,,,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,H03,,,Dans quelle mesure diriez-vous que votre enfant idéalisait l’autre parent avant la séparation (éclatement de la famille) ?,,ATTN : différentiel,,,0,,1 à 10 ,Aucune (0) à Excellente (10),3,0,50%,50%,,,,,A:Alliance,,,,,,Diff,,,,,,,,,,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,H04,,,Comment qualifieriez-vous la complicité entre votre enfant et l'autre parent avant la séparation (éclatement de votre famille) ?,,ATTN : différentiel (= > 5),5,,0,,1 à 10 ,Aucune (0) à Excellente (10),5,0,50%,50%,,,,,A:Alliance,,,,,,Diff,,,,,,,,,,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sq1 (s'active si H04>=condition),,,,,H04a,,,"Durant la vie commune, dans quelle mesure diriez-vous que la relation entre votre enfant et l'autre parent était fusionnelle ?",,sq1,,,0,,1 à 10 ,Aucune (0) à Excellente (10),0,0,N / A,N / A,N / A,,,,A:Alliance,,,,,,Diff,,,🔶,"définir relation fusionnelle : une relation fusionnelle peut être volontaire ou involontaire. Alliance entre un parent et son enfant ….  une relation fusionnelle peut survenir entre mère-enfant et père-enfant // Si la séparation est récente, prévoir un temps d'adaptation, être indulgent, faire valoir sa valeur de coparent, mais éviter les déclencheurs. Privilégier la médiation pour établir des accès.  // """"""""""L’enfant n’est pas un confident
Il ne faut pas dépasser les limites invisibles de ce qu’un enfant doit savoir ou non. Mais les parents ont tendance à oublier qu’un enfant ne peut pas tout entendre, car il est, même s’il apparaît mature ou assez grand, bien plus fragile qu’un adulte. C’est pourquoi il doit être tenu à l’écart des soucis, de certains secrets ou confidences qui pourraient le fragiliser.""""""""""""  réf.: https://www.aufeminin.com/enfant/parent-enfant-attention-a-la-fusion-s643495.html //. https://www.santemagazine.fr/psycho-sexo/psycho/psycho-enfant/parent-solo-ne-soyez-pas-trop-fusionnel-172034
réf. : Jocelyne Dahan, médiatrice familiale 

(i) Il arrive que l'identité sociale du parent passe par la parentalité...   ",,🔴,,"S'il y a une différence avant vs après 

(i) Notion de parentification … 

(dp) Il se peut que la parentification de l'enfant soit involontaire, il se peut que l'autre parent (mère principalement) ait du mal avec la séparation. (ex.: Frédéric) Être patient… Si la séparation est récente, prévoir un temps d'adaptation, être indulgent, faire valoir sa valeur de coparent, mais éviter les déclencheurs. Privilégier la médiation pour établir des accès. 

(i) Il arrive que l'identité sociale du parent passe par la parentalité...   

définir relation fusionnelle : une relation fusionnelle peut être volontaire ou involontaire. Alliance entre un parent et son enfant ….  une relation fusionnelle peut survenir entre mère-enfant et père-enfant // Si la séparation est récente, prévoir un temps d'adaptation, être indulgent, faire valoir sa valeur de coparent, mais éviter les déclencheurs. Privilégier la médiation pour établir des accès.  // """"""""""L’enfant n’est pas un confident
Il ne faut pas dépasser les limites invisibles de ce qu’un enfant doit savoir ou non. Mais les parents ont tendance à oublier qu’un enfant ne peut pas tout entendre, car il est, même s’il apparaît mature ou assez grand, bien plus fragile qu’un adulte. C’est pourquoi il doit être tenu à l’écart des soucis, de certains secrets ou confidences qui pourraient le fragiliser.""""""""""""  réf.: https://www.aufeminin.com/enfant/parent-enfant-attention-a-la-fusion-s643495.html //. https://www.santemagazine.fr/psycho-sexo/psycho/psycho-enfant/parent-solo-ne-soyez-pas-trop-fusionnel-172034
réf. : Jocelyne Dahan, médiatrice familiale 

(i) Il arrive que l'identité sociale du parent passe par la parentalité...   


 réf.: https://www.aufeminin.com/enfant/parent-enfant-attention-a-la-fusion-s643495.html  
https://www.santemagazine.fr/psycho-sexo/psycho/psycho-enfant/parent-solo-ne-soyez-pas-trop-fusionnel-172034 
réf. : Jocelyne Dahan, médiatrice familiale ",,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,H05,,,"Durant la vie commune, arrivait-il que l'autre parent vous critique ou vous dénigre devant votre enfant ?",,= > 2 Differentiel,2,,2,,E1A,Jamais / Rarement / Parfois / Régulièrement / Souvent / Toujours / S.O. ,4,8,100%,,,,,,D: Dénigrement,,,,,,Diff,,,,,,🔴,,"Si l'enfant n'a pas  confiance en l'autre parent … il se peut que ce soit un pattern et que l'enfant ait enregistré ça … 

donc si l'enfant a tendance à critiquer aussi le parent ... pas nécessairement du rejet de sa part. ... à étudier en comparaison avec d'autres facteurs",,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,N / A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sq1 (s'active si H05>=condition),,,,,H05a,,,"Durant la vie commune, arrivait-il que l'autre parent hausse le ton ou vous insulte (injure) pour imposer son point de vue ou sa volonté ?",,sq1,,,2,,E1A,Jamais / Rarement / Parfois / Régulièrement / Souvent / Toujours / S.O. ,2,6,100%,,,,,,D: Dénigrement,,,,,,,,Indice VC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
